Network Traffic (MB/s),Request Size (MB),Threshold,Response Time (ms),CPU Load A,CPU Load B,Conn A,Conn B,Label_A,Label_B
276.0,870.0,5.0,734,0.230008837287703,0.1205668857772788,0.0769532016292091,0.6962887758781398,1,0
159.0,586.0,5.0,273,0.3398749637680661,0.7247667715287615,0.0653563407989423,0.3152903378306103,1,0
411.0,687.0,5.0,826,0.5394912923753372,0.7907231648389635,0.3187525029320699,0.6258913764370091,1,0
612.0,786.0,8.0,77,0.8859777482361871,0.6158631881823046,0.2329594747536337,0.024400781556538,0,1
695.0,22.0,1.0,634,0.8700988739009299,0.0212694108503871,0.8747016726841994,0.528937134027212,0,1
202.0,687.0,1.0,262,0.9390676985128962,0.7987832357736654,0.9979341105333376,0.3507118154517101,0,1
353.0,257.0,1.0,677,0.7671882889311269,0.4019309136092421,0.4798756203039088,0.6275054632183701,0,1
105.0,346.0,2.0,334,0.8736771141863388,0.9840834691992952,0.7682734138645182,0.4177667821673337,0,1
526.0,395.0,5.0,375,0.4213570022770702,0.7375823015888915,0.2387771457683023,0.1104741131313946,1,0
144.0,475.0,3.0,156,0.3546221576407765,0.2872389916540817,0.2963081204559901,0.2336077510499099,0,1
513.0,98.0,1.0,452,0.0420931896363618,0.0178739347334138,0.9877223897360315,0.4277731337358623,0,1
115.0,679.0,1.0,659,0.3843266471596817,0.6796472826930698,0.2182538878650641,0.9499611839502252,1,0
48.0,497.0,8.0,894,0.786345014415552,0.0894110023122595,0.4175807757849283,0.8791183075621647,0,1
312.0,897.0,7.0,804,0.9447320222914104,0.4674015112498697,0.6134113892107077,0.1670339460920752,0,1
587.0,200.0,5.0,62,0.9911686261369764,0.2316717013834434,0.9427317741351257,0.6496466489923685,0,1
89.0,419.0,3.0,568,0.6077367948788591,0.5126885110165086,0.2306698117177587,0.1765280320055082,0,1
142.0,97.0,5.0,783,0.2204862090701753,0.1864382621442545,0.7795844735667533,0.3501252591667301,0,1
354.0,298.0,7.0,681,0.0578426765633963,0.9691026301408112,0.8837858849634257,0.927752283195213,1,0
365.0,841.0,1.0,650,0.9949078226464352,0.1738952492194873,0.3962420189026587,0.7582384757040913,0,1
748.0,534.0,3.0,790,0.6960206180537922,0.153895906339855,0.8158331249906178,0.2244405718366606,0,1
492.0,217.0,9.0,593,0.223817614822623,0.5369744228934136,0.5929399348417032,0.5800862078378112,1,0
495.0,838.0,5.0,288,0.0914868373977548,0.8774608626303804,0.265600042588706,0.1295149212828041,1,0
617.0,417.0,9.0,571,0.8887480798689772,0.9556514982297534,0.8621276172654506,0.8095160747248781,1,0
334.0,171.0,1.0,787,0.6552419806390217,0.5508573706091393,0.0869867599114101,0.4084532130706987,1,0
364.0,391.0,9.0,877,0.372688517012314,0.2597537837603262,0.7234201136885849,0.4958757350787708,0,1
92.0,338.0,2.0,309,0.0810462159076479,0.2201832019498113,0.6832587636595959,0.0761308594903001,0,1
681.0,53.0,9.0,435,0.8512069140487687,0.4951465270139743,0.480586577326648,0.5924077846595176,0,1
562.0,228.0,8.0,766,0.8246809659251492,0.347809207902193,0.6780161525590636,0.5657319639957911,0,1
587.0,460.0,9.0,445,0.2670282701694213,0.878629986355158,0.7974260216069281,0.6584518346584255,1,0
700.0,678.0,9.0,581,0.8505817290942419,0.8672942009598024,0.7083629767150348,0.837013328363672,1,0
10.0,839.0,6.0,770,0.6974714616692836,0.6801407717603004,0.6186113782151843,0.7527166395576412,1,0
527.0,491.0,7.0,98,0.1586051052930737,0.8808707591989284,0.871843527745232,0.0292472830345591,1,0
710.0,508.0,7.0,891,0.8258167505647627,0.1288698674734452,0.3351188542591419,0.7435082562916078,0,1
138.0,888.0,8.0,164,0.1607598960483082,0.8179670241190622,0.8321341779577419,0.5074677337608362,1,0
361.0,353.0,2.0,721,0.0063858717168335,0.2870381331749128,0.6169269183757422,0.9811861780274236,1,0
15.0,706.0,6.0,353,0.6318135270166684,0.2598035810641598,0.6340057030996114,0.5399853797158555,0,1
489.0,657.0,2.0,783,0.7798453951511436,0.1069806388269584,0.761027902502028,0.5412665786761103,0,1
551.0,373.0,9.0,484,0.9629920038589946,0.3418721660386861,0.6326218931339481,0.9320281055100176,0,1
752.0,681.0,1.0,744,0.1025097279906792,0.9372284872364512,0.6878857223008134,0.0678370591051719,1,0
199.0,482.0,3.0,493,0.3009635669468162,0.7081720886452816,0.0673506014687717,0.5821704601762733,1,0
41.0,782.0,5.0,792,0.3458830569529567,0.6209155177674771,0.0457420338125128,0.8715368061523763,1,0
674.0,685.0,5.0,437,0.9734889691773968,0.9688778552856916,0.7496518317429247,0.1300862401306319,0,1
181.0,244.0,7.0,765,0.7582631959290226,0.0245869164588015,0.0221235515289972,0.3236102191495412,0,1
470.0,312.0,1.0,505,0.4886431904046657,0.7704074178077932,0.6832953766065052,0.4459027063767483,1,0
352.0,260.0,6.0,637,0.2736266662816659,0.9971245001577111,0.4261813022359729,0.4513870243296755,1,0
591.0,653.0,1.0,508,0.1636238211916691,0.7948095487499294,0.6936822257814886,0.2207696127887604,1,0
71.0,391.0,5.0,176,0.0823810456158427,0.6804993020747131,0.6545112142811352,0.2732595269982093,1,0
673.0,399.0,8.0,447,0.9508635622504104,0.1510578917809002,0.4323348010426019,0.9436159201675988,0,1
32.0,105.0,4.0,113,0.4197273169261223,0.6385259476640855,0.3975943979627943,0.27421520234867,1,0
663.0,563.0,6.0,813,0.9839776479598282,0.409334006315043,0.8940992036791344,0.2299546058910861,0,1
714.0,431.0,5.0,730,0.2131047040250833,0.0311340828845113,0.651666825375885,0.3685263437237611,0,1
215.0,392.0,8.0,345,0.864358249839637,0.4732099066915571,0.9681934279147216,0.1855255157031211,0,1
13.0,34.0,6.0,147,0.8686231679556108,0.7765968527917417,0.770921844644052,0.8447832281168877,0,1
332.0,713.0,5.0,532,0.7610239909429989,0.6262203216314154,0.1312448776823875,0.0325261794912519,0,1
265.0,26.0,2.0,806,0.9208478478156868,0.616650314520738,0.7965372909761763,0.4815223515125501,0,1
354.0,200.0,1.0,816,0.1173081889623944,0.1251857922025504,0.6855652872289714,0.4303058948994627,0,1
647.0,749.0,4.0,529,0.2005247267003367,0.4915945467414369,0.064208937075134,0.5819714019143988,1,0
39.0,318.0,1.0,263,0.2689934044350976,0.7975591006371882,0.3103619589235737,0.4552201490818012,1,0
264.0,55.0,8.0,657,0.0116205399081006,0.0724468877945588,0.3924935564066848,0.4799388347171235,1,0
306.0,520.0,2.0,482,0.6000205481193037,0.2916625787093032,0.6949818861265425,0.8601223971892046,0,1
355.0,67.0,3.0,606,0.7798509888933498,0.0396188253483571,0.4805069472578289,0.1049301784181748,0,1
307.0,184.0,7.0,115,0.2420450158625274,0.9866625932671464,0.1424955429015132,0.498888153451356,1,0
267.0,37.0,3.0,420,0.6181557343181191,0.702464970544104,0.5596486834869141,0.0097708474191836,0,1
404.0,671.0,2.0,797,0.3264613082439919,0.5177116433847114,0.0878664991448333,0.3506269312091807,1,0
180.0,219.0,1.0,333,0.0332031087913665,0.0785784971550207,0.396923276201596,0.1327157540430603,0,1
233.0,168.0,8.0,129,0.5675408482615582,0.6894649691372657,0.8005866991090829,0.2001502442448101,0,1
547.0,885.0,5.0,432,0.1674825822590697,0.1045678403344002,0.6364302495436367,0.7064757264869012,0,1
460.0,580.0,5.0,208,0.031586144825642,0.9362122462436898,0.0519712836514724,0.5412963353010705,1,0
751.0,54.0,5.0,890,0.7090605194509164,0.8709691237460856,0.7140869321324278,0.8017280830697918,1,0
84.0,268.0,1.0,486,0.339450192542806,0.8148251137465122,0.0801148463846751,0.8948166560605276,1,0
307.0,546.0,1.0,865,0.5475923761537362,0.8172977699624937,0.4523182845183001,0.643577695196525,1,0
165.0,819.0,8.0,292,0.5264026609361132,0.7315895217553319,0.0816299820305895,0.0603520839905638,1,0
714.0,874.0,4.0,369,0.2471032340101464,0.1595446801131883,0.8717835665922017,0.2192139873580443,0,1
202.0,109.0,9.0,188,0.9758652558191312,0.3368957917711068,0.1821179156886992,0.7896985071424791,0,1
298.0,205.0,1.0,328,0.6587077755008761,0.498195716453139,0.5553635509376312,0.7192017782722638,0,1
430.0,444.0,1.0,775,0.2284547413312987,0.996333916056742,0.9747931621467832,0.6503256863469369,1,0
656.0,839.0,4.0,119,0.1995424509291451,0.6802282424312913,0.0721984089791758,0.030652502205806,1,0
401.0,496.0,8.0,328,0.2576828885112137,0.4626229567393163,0.8682725054083805,0.727169069766308,1,0
484.0,226.0,3.0,607,0.742706521199981,0.4254933344480753,0.3459349925469629,0.3710387629846027,0,1
782.0,760.0,8.0,84,0.9876495637360578,0.0401091914124824,0.8670314961224486,0.5786754085723934,0,1
520.0,705.0,5.0,194,0.4386154191895904,0.7252576604151365,0.4866689414247028,0.8734232380816606,1,0
653.0,163.0,2.0,743,0.9007018640112585,0.4217209268734554,0.2768277972350516,0.5923503285933622,0,1
615.0,806.0,2.0,134,0.912363345616691,0.2106621890056665,0.6229665835634828,0.6315602200925206,0,1
523.0,470.0,9.0,46,0.733113022415281,0.1315676851272598,0.7158249646820886,0.909032520665641,0,1
89.0,750.0,2.0,867,0.1796831088702419,0.2375433249238776,0.9713950940416396,0.1809769527094897,0,1
418.0,799.0,4.0,681,0.8543850933695791,0.4922778564480348,0.247231074403177,0.8707499012725114,0,1
783.0,528.0,6.0,281,0.4453052550026655,0.5148173539296902,0.3592333693997657,0.5929508514349274,1,0
131.0,819.0,3.0,147,0.1635238725850227,0.3910815366517607,0.9694123223352876,0.2581334327011275,0,1
417.0,576.0,4.0,375,0.6567366645412922,0.3251900642246949,0.7734731256866006,0.1308736607183498,0,1
779.0,445.0,7.0,440,0.9698210450785448,0.4537895413836392,0.2360504633464639,0.0734967473300126,0,1
99.0,100.0,7.0,187,0.1697579050875407,0.5197739485560177,0.3370031764312863,0.8288833658826095,1,0
711.0,438.0,7.0,172,0.4308875236618059,0.2487142725876299,0.61714498660403,0.7067772168854458,0,1
280.0,357.0,4.0,166,0.1670419079009498,0.1676192162883176,0.0366714269335429,0.7364020150656405,1,0
115.0,771.0,1.0,816,0.6638045276218051,0.4746308757498139,0.8441704489691971,0.8056701529500532,0,1
325.0,496.0,9.0,804,0.5853543643967521,0.8682712805132586,0.2058412100367682,0.1119196193977278,1,0
475.0,598.0,5.0,276,0.2697496115169896,0.0570868560893148,0.531169528001032,0.9366056922949616,0,1
429.0,127.0,9.0,100,0.0393435406685096,0.1221099140100268,0.4521990282834353,0.9338750175279048,1,0
505.0,297.0,3.0,761,0.3161561049767505,0.5072348086883924,0.0415728590503921,0.1483432009620888,1,0
225.0,298.0,5.0,436,0.9866301229588468,0.9651186964360456,0.0049399809344096,0.951811785423239,1,0
538.0,870.0,7.0,591,0.6391199378155004,0.8679182945200221,0.4547398556338591,0.5155960285792502,1,0
628.0,540.0,4.0,169,0.4888465802569202,0.6668642575461043,0.1396512547563129,0.0299735898726779,1,0
246.0,649.0,2.0,321,0.3079299415911909,0.7046807627366467,0.2018534521229483,0.6734324333249173,1,0
475.0,664.0,6.0,591,0.9699120461072704,0.0939007157894183,0.6726021182251263,0.4437502193045711,0,1
767.0,460.0,6.0,722,0.8681422543775054,0.1771497894473859,0.6926259522261645,0.8381152896481102,0,1
760.0,391.0,8.0,488,0.9446142194740232,0.6832480282896458,0.4971747640084273,0.6178472402012138,0,1
253.0,687.0,4.0,495,0.8689049844787182,0.5706097466388297,0.0303870596968368,0.9309486955069778,1,0
237.0,899.0,1.0,514,0.6895267510315611,0.6765133857772465,0.2156751523977171,0.6588854702326572,1,0
609.0,641.0,8.0,572,0.3938644056541585,0.6512329770414921,0.1065930303079907,0.657845304603036,1,0
97.0,814.0,3.0,274,0.9994137257706666,0.048212038860556,0.9771741842213172,0.4069079607228706,0,1
166.0,463.0,6.0,823,0.8707534503372591,0.7823854840582735,0.5670162609866678,0.7384492092513265,0,1
115.0,446.0,8.0,268,0.8785155613013479,0.404140321651033,0.3270331615632387,0.6675933855635847,0,1
413.0,633.0,4.0,230,0.8078459419412586,0.7622851347766157,0.7978136488586345,0.435583314812933,0,1
685.0,593.0,8.0,878,0.8178342161750216,0.1202090553706084,0.5444890979608495,0.0057586604981215,0,1
28.0,533.0,8.0,350,0.3245858299002703,0.3664615348713979,0.3961726916092554,0.6954672066898622,1,0
548.0,714.0,2.0,61,0.3885581012703457,0.4486936226225306,0.2375441308743274,0.3732517916293401,1,0
319.0,281.0,5.0,84,0.2272696272631514,0.0731959237684436,0.6034485933813779,0.6682127985550163,0,1
308.0,454.0,6.0,748,0.6194903460096145,0.4634940438005723,0.3797857801792298,0.8633336495718252,1,0
610.0,500.0,9.0,888,0.519081785136218,0.4791818776297309,0.0256420658064356,0.3412478276261563,1,0
513.0,612.0,5.0,184,0.380195618785857,0.3988227808969005,0.5801723692273323,0.5336025467268785,0,1
732.0,304.0,2.0,50,0.6079050927934446,0.7648832615421283,0.8129857387160935,0.7181230762264944,1,0
656.0,388.0,1.0,687,0.9555236959549348,0.0182325826763616,0.1957779856835461,0.0075628749781421,0,1
567.0,172.0,7.0,413,0.647474714154603,0.8980305489499869,0.2434822965762992,0.9270345447963066,1,0
289.0,195.0,2.0,16,0.0602673902895608,0.9344360268055144,0.3516226872396344,0.1014208284492165,1,0
320.0,604.0,1.0,800,0.4858717591863256,0.2567765677205079,0.2848729019619228,0.3072899649262866,0,1
224.0,158.0,4.0,100,0.8030258978326634,0.5391612766752545,0.3113076991560036,0.6103337833109184,0,1
151.0,172.0,7.0,400,0.7161506742231936,0.2726240007335337,0.4135491015253515,0.1218860933369475,0,1
145.0,153.0,7.0,709,0.1811493495346803,0.6811178539649828,0.1814383476956269,0.5251633836670602,1,0
754.0,176.0,2.0,897,0.7090462617224327,0.1068769230947438,0.5673122196289035,0.2565627837013637,0,1
674.0,778.0,9.0,601,0.9629268752375798,0.4835456467199247,0.8059925497751581,0.5502265421562618,0,1
358.0,318.0,6.0,360,0.0434125328548191,0.6331513755940223,0.951403342206657,0.6016118201463312,1,0
91.0,794.0,9.0,636,0.8191888594267902,0.8842064633484078,0.2280797719489324,0.2120448399082266,1,0
282.0,505.0,6.0,614,0.6109809888509917,0.4110284698067047,0.8398613028667203,0.9000231233980112,0,1
414.0,88.0,9.0,821,0.3534213793027181,0.236870558974482,0.7805255152438618,0.2748060355481361,0,1
529.0,251.0,7.0,621,0.8226143185136784,0.4237382536487628,0.6675498992914705,0.0955353138346681,0,1
430.0,189.0,4.0,144,0.623859324676573,0.4517676787372291,0.5866084631754741,0.1680142077448634,0,1
237.0,534.0,3.0,539,0.7368737449441821,0.8627970775432285,0.2167398000907756,0.0957145555201617,1,0
719.0,262.0,9.0,148,0.0236385860463363,0.641971500443266,0.6070940360887808,0.54669741271407,1,0
687.0,784.0,2.0,589,0.2319470961159754,0.3909059959055146,0.594476335186173,0.4967668588591694,1,0
797.0,723.0,3.0,551,0.9877855202148872,0.1364397525567331,0.6951445540475938,0.4043187681042921,0,1
623.0,558.0,3.0,672,0.4281996149256147,0.7175977656581762,0.6924361513243696,0.9912559937021884,1,0
462.0,593.0,1.0,617,0.1283942894541252,0.1041096493841663,0.7243388171287412,0.5783869170064091,0,1
441.0,608.0,1.0,829,0.2741606665598058,0.0794193689889866,0.0856582495964305,0.8941908746641183,1,0
717.0,263.0,6.0,766,0.1918673247187429,0.3233715621155207,0.226656402226988,0.3549963058319373,1,0
673.0,68.0,2.0,52,0.0694238427460933,0.5190597909082704,0.0676125635922149,0.8003565078223616,1,0
214.0,135.0,9.0,321,0.233712081910433,0.5400119146045106,0.8800790875614583,0.6508773690471942,1,0
733.0,78.0,1.0,725,0.5329577865513353,0.3243337531153756,0.3330019130581979,0.6694869551981901,0,1
504.0,94.0,7.0,12,0.9941393612211676,0.6618391898493786,0.5577834173700249,0.7306505102392461,0,1
184.0,107.0,9.0,173,0.4652056122837181,0.0601423426007852,0.5622968158779098,0.9576252845053802,0,1
288.0,132.0,4.0,585,0.1753029423576596,0.6900048908206657,0.2009336886590564,0.5358276844730813,1,0
708.0,737.0,3.0,542,0.0966764496467196,0.4503709362581851,0.7561633288952461,0.3475715242389821,1,0
376.0,180.0,5.0,540,0.664911724487218,0.7954499607897292,0.9271778194794528,0.2346420818554535,0,1
785.0,525.0,1.0,610,0.3993159158093081,0.1524160133304174,0.9924835021583752,0.9270009679242952,0,1
500.0,410.0,2.0,661,0.5399571302805596,0.8420332943764213,0.5209579772720422,0.6235856880027597,1,0
553.0,257.0,1.0,237,0.0891244321160166,0.7552704204968079,0.1277134836352348,0.8260676302525284,1,0
145.0,239.0,7.0,475,0.7820280876703859,0.7087446977429764,0.0361603805247621,0.3031283559453286,1,0
135.0,49.0,5.0,824,0.2631125699108428,0.3601364074715191,0.0876427467638385,0.9369578230310628,1,0
713.0,515.0,7.0,62,0.5538022407123763,0.3055243106580235,0.3969815170742834,0.4472025405048356,0,1
50.0,741.0,8.0,684,0.6005943333606173,0.5156794276964978,0.9193919732144172,0.4969634829058302,0,1
148.0,547.0,5.0,869,0.9921580148233128,0.8514249577450957,0.2085105143573358,0.9305952146439164,1,0
97.0,315.0,9.0,119,0.116366397885476,0.8174497084911916,0.3806232934765801,0.8779743204450695,1,0
43.0,492.0,8.0,801,0.8680566901074503,0.8059254001176211,0.7900304363070614,0.3046791390980408,0,1
360.0,560.0,8.0,445,0.0809192830512521,0.4029801787651614,0.1735245149865086,0.6949510889024617,1,0
410.0,74.0,3.0,681,0.3460997265377855,0.9756102008599148,0.640972077345332,0.822480563634361,1,0
233.0,97.0,7.0,646,0.1325246727418484,0.8620144822726226,0.9227571905133944,0.4870619188189359,1,0
334.0,874.0,9.0,761,0.6062529377509774,0.7648098009029954,0.1748386272604125,0.5025660764634424,1,0
334.0,222.0,6.0,536,0.3986630277723131,0.1463739921622491,0.3675344222915314,0.0681723093854935,0,1
164.0,161.0,9.0,783,0.0258119069494869,0.1351662891548227,0.9631151115891738,0.549529535895017,0,1
518.0,415.0,4.0,183,0.96582216115322,0.432497878330132,0.3118161330852596,0.5061418628402441,0,1
522.0,798.0,7.0,595,0.4395116886329101,0.1056646842617439,0.6408263146902062,0.2160381825095996,0,1
736.0,49.0,6.0,81,0.6195879548978296,0.6502010923981534,0.1520248531286481,0.0613496271106681,0,1
796.0,839.0,8.0,599,0.7807615860684398,0.4598004237693202,0.0581637955054757,0.9948663171697671,1,0
252.0,880.0,1.0,603,0.0577805609963666,0.6950352288585532,0.9836789252634136,0.2391801042159256,1,0
188.0,894.0,2.0,765,0.1422493686871961,0.1213849394224289,0.3032751475675955,0.1010458110106466,0,1
389.0,280.0,6.0,389,0.6921613416941319,0.0622917981300626,0.5094221281497897,0.9966968538529768,0,1
240.0,324.0,4.0,619,0.8139702695060188,0.6152194382310109,0.3062536207866116,0.6238958362916385,0,1
81.0,315.0,9.0,265,0.5270414639116516,0.4260833838903715,0.1307103767401994,0.8866042152404667,1,0
463.0,314.0,4.0,394,0.4497846488213225,0.194622511820765,0.3677593508772896,0.414129752528927,0,1
468.0,531.0,9.0,622,0.8275378955668743,0.733614380561402,0.7693048936413398,0.0110312644286472,0,1
125.0,510.0,3.0,396,0.4161539981797615,0.4813441516353236,0.0191922768230566,0.2598132087450342,1,0
554.0,184.0,2.0,489,0.760289823122135,0.137109705728999,0.5353101314525917,0.2152018720172375,0,1
142.0,619.0,6.0,234,0.0121207746438932,0.2412014575995414,0.9758737549100538,0.8015371118829896,1,0
753.0,700.0,9.0,179,0.9595766443210334,0.4878540439263624,0.1097361986775035,0.547959488973693,0,1
30.0,349.0,5.0,40,0.4543773345599609,0.844357082739616,0.0980825807842445,0.4882411370217782,1,0
124.0,744.0,9.0,92,0.1500486646939842,0.32467592689006,0.7373570773877997,0.4760181293687665,1,0
31.0,187.0,5.0,176,0.3758882851457693,0.3944762785700353,0.4594467684059866,0.7850165438370569,1,0
158.0,104.0,7.0,123,0.8920846889402344,0.9553346865039284,0.7869033862552951,0.3154068957480127,0,1
481.0,521.0,6.0,253,0.6881347060865421,0.4376031240553919,0.2546706220460512,0.8408715794259226,1,0
624.0,775.0,4.0,219,0.0384263489623249,0.9017619921354236,0.4614774646247341,0.6372014768082804,1,0
327.0,493.0,5.0,798,0.6593539222057827,0.8951177407065364,0.6366696821672073,0.6139335847600618,1,0
793.0,125.0,7.0,680,0.0666520405606899,0.5184080219452041,0.1501690008170416,0.7374337687214856,1,0
569.0,613.0,7.0,622,0.5122219208126745,0.6802277792083533,0.0416729006023842,0.0847920160458032,1,0
50.0,521.0,8.0,381,0.7163233880626823,0.0720843359986733,0.0712567277652586,0.0121084752348874,0,1
698.0,245.0,8.0,369,0.95650139829948,0.737508359459007,0.3532514085020641,0.2965355812876552,0,1
659.0,277.0,8.0,420,0.3497032297458495,0.7746535311811819,0.6613706110704144,0.1851955678674679,1,0
499.0,464.0,1.0,216,0.1741093353340843,0.0983956497133973,0.6603027197013381,0.7643726622217359,0,1
200.0,319.0,1.0,295,0.265046428325004,0.0209449610309128,0.0821716674764273,0.9678600348450304,1,0
659.0,335.0,7.0,656,0.2954447774774202,0.7692231478381336,0.6246635688542638,0.3819396396528959,1,0
405.0,492.0,4.0,216,0.2056872621955551,0.1213864181594064,0.6150129680388666,0.774633780637788,0,1
57.0,197.0,9.0,762,0.6439042535411307,0.5303021332491583,0.0419512234316362,0.9684887775943838,1,0
339.0,810.0,2.0,400,0.7987141916545746,0.2928220367009647,0.9799703293588506,0.6018815896363221,0,1
304.0,805.0,8.0,535,0.5824226582072465,0.7480731794295321,0.8117697880901376,0.6564786073315027,1,0
400.0,96.0,6.0,761,0.1280957463662,0.3382675059944984,0.9280836403260496,0.2246156118438519,0,1
373.0,156.0,9.0,613,0.3721670238375133,0.432076882944196,0.4394049896944522,0.6129395824945255,1,0
299.0,52.0,2.0,704,0.9430758377447076,0.2406927118325049,0.121501376300918,0.1974704898599373,0,1
218.0,559.0,3.0,896,0.8869249002092695,0.645810812655206,0.2859067892391601,0.8159469389686173,0,1
404.0,514.0,7.0,135,0.861369996363436,0.846514338690278,0.9189265336395545,0.2522410201733616,0,1
393.0,479.0,6.0,46,0.7550419287462783,0.46053949727414,0.8419985528900615,0.7284906771616132,0,1
14.0,39.0,7.0,307,0.7764474464997246,0.6561618376810715,0.1774287694697068,0.5450269188969383,1,0
375.0,604.0,5.0,115,0.9846697395245082,0.9373880664971188,0.0431737357970116,0.1648148157294371,1,0
722.0,275.0,6.0,348,0.1317287734545619,0.7259799099852955,0.8177853298569451,0.2135113663106719,1,0
241.0,611.0,7.0,484,0.505852692951829,0.8407030280112,0.7328015447662506,0.5422372054918483,1,0
361.0,498.0,5.0,28,0.5903476904587729,0.50836054691628,0.2975484513188206,0.5650219928590161,1,0
573.0,892.0,3.0,439,0.6888853020500907,0.8733229158608077,0.6362913539792481,0.761121537043158,1,0
380.0,791.0,8.0,236,0.160071634954573,0.4615574744197899,0.0093316198270932,0.246678864521623,1,0
378.0,363.0,5.0,10,0.7264617151130048,0.9918099513493636,0.0991780995872159,0.4014943158612882,1,0
41.0,197.0,6.0,362,0.8000709686991595,0.2040356346288988,0.5550849493022862,0.7330712960296748,0,1
460.0,74.0,5.0,66,0.615985450260179,0.1880247346154161,0.3553845686857394,0.7837917844853972,0,1
200.0,133.0,2.0,324,0.5542265141320166,0.0052296135429127,0.7609907600280938,0.035311354940239,0,1
641.0,697.0,3.0,711,0.7457337827312321,0.2024805601652374,0.9580734801193802,0.3679407513020845,0,1
371.0,660.0,7.0,78,0.3269316163380791,0.1488880503324446,0.3056042154902149,0.8766507618282006,1,0
140.0,690.0,9.0,771,0.9963343376272472,0.3683095305068483,0.4486106309545425,0.722070938202737,0,1
174.0,481.0,5.0,692,0.8861957804650745,0.5930443341867842,0.3915256981778293,0.4126218408486237,0,1
670.0,183.0,7.0,198,0.6956181464968069,0.0032182636042786,0.6195893374598407,0.3554930104413574,0,1
791.0,296.0,4.0,757,0.7941973312770843,0.0929906398231321,0.5882022669483905,0.4809728898861237,0,1
788.0,766.0,2.0,292,0.6423255259052274,0.0648535944829683,0.5799837874281313,0.5614845879595237,0,1
358.0,320.0,7.0,337,0.5606600944161709,0.6034876665964548,0.6764679372263622,0.8049889996807698,1,0
474.0,877.0,1.0,499,0.2698207201282143,0.8250494101800621,0.4982556822634536,0.0770582791343311,1,0
351.0,296.0,3.0,155,0.0585509292439792,0.3342383186960608,0.7848969771114676,0.7076809347409158,1,0
191.0,416.0,5.0,398,0.7886149646724064,0.5172690564416094,0.4401989979554905,0.1474525267062839,0,1
45.0,158.0,8.0,379,0.3281927536093115,0.4340193661738752,0.0886004296796172,0.2206119527112112,1,0
200.0,271.0,6.0,779,0.5982252940637388,0.7356631142391898,0.9983475113929496,0.9331133313435576,1,0
108.0,638.0,8.0,354,0.6425651995351915,0.421248053294072,0.6361773647082327,0.785651618080232,0,1
439.0,434.0,6.0,643,0.1183361909233873,0.4099048896962882,0.8398022856356172,0.383832951933044,1,0
367.0,575.0,2.0,143,0.5718722712271865,0.5877693608621982,0.1844762531336393,0.3622354416522884,1,0
365.0,274.0,1.0,648,0.3345112887419321,0.0261967085320647,0.0241917638913552,0.8316970436757735,1,0
261.0,886.0,8.0,379,0.2730708099728124,0.5180787662388154,0.298725573588773,0.9406792451153404,1,0
377.0,508.0,3.0,517,0.2592967588657737,0.4296568127389351,0.8727302504846018,0.8419335667918086,1,0
648.0,108.0,8.0,162,0.1861014178462773,0.8026433097957104,0.4581868867378926,0.4829688720853552,1,0
690.0,683.0,3.0,30,0.1334799724159437,0.0806015137571246,0.7279393069737652,0.4964611523552997,0,1
422.0,249.0,4.0,63,0.4368507026151795,0.7295082286523967,0.7655128989911097,0.1589081676693535,1,0
452.0,524.0,4.0,27,0.6102251494776413,0.1353540822776855,0.7513750860290457,0.6569551562671395,0,1
248.0,714.0,6.0,275,0.956614621083458,0.0689580163564211,0.0570547211512543,0.2821870746932001,0,1
576.0,162.0,1.0,473,0.2617056837359059,0.2469787990719998,0.9062545805210368,0.2495461998495061,0,1
124.0,503.0,4.0,135,0.271949726128631,0.7593982624179637,0.44973984245054,0.7767105569551812,1,0
665.0,415.0,1.0,875,0.0653661575643852,0.4875711936733843,0.0336136001832826,0.0626532034553545,1,0
771.0,93.0,7.0,695,0.906437453344411,0.1392453711175951,0.5324206822752171,0.4110956026007065,0,1
694.0,336.0,4.0,366,0.3473433262588427,0.8998333456872725,0.0218233967754895,0.6637896861755891,1,0
678.0,428.0,6.0,185,0.9633944342135504,0.5601681834618419,0.9368224620330918,0.0522578792860237,0,1
504.0,444.0,4.0,719,0.4187933190741614,0.2601577909620511,0.7308209649807298,0.9812970904972468,0,1
150.0,802.0,4.0,238,0.2565300624442478,0.6541746014740745,0.1980976327597401,0.5653302545716099,1,0
604.0,279.0,6.0,226,0.4639324866883362,0.9720053296315372,0.6085272726964666,0.3495063720868188,1,0
246.0,323.0,9.0,337,0.1140957848879333,0.1512468287349345,0.2253169299512351,0.250966661340298,1,0
439.0,531.0,9.0,168,0.8506160578411378,0.5612227882825249,0.5233909113743664,0.1147688718692174,0,1
528.0,536.0,3.0,671,0.860139693349435,0.7228143032084837,0.0676683619000015,0.7078350972297687,1,0
634.0,642.0,6.0,171,0.5435382173426461,0.0817253457467782,0.4583006415286564,0.484696287130047,0,1
450.0,862.0,8.0,632,0.1657745401632757,0.9456981470002824,0.8499753714806619,0.6690223373291083,1,0
726.0,371.0,3.0,496,0.4622955610006072,0.4117655415845085,0.6509734671509542,0.5454318694069055,0,1
540.0,837.0,3.0,675,0.0622731058818856,0.5125026487703317,0.8064036172328395,0.459239877596958,1,0
518.0,55.0,7.0,469,0.0519565775542684,0.7862781993840331,0.2013637821359744,0.2586208348880388,1,0
